"idCliente","flEmail","flTwitch","flYouTube","flBlueSky","flInstagram","qtdePontos","dtCriacao","dtAtualizacao"
"06fd8696-27eb-48ae-8506-e01033153dcf","0","0","0","0","0","50","",""
"0705ab51-620a-4093-8771-9e7aaac39e0d","0","0","0","0","0","450","",""
"0716bd98-0c2d-4918-94e6-246fbfd7729a","0","1","0","0","0","50","2025-02-14 11:43:20.582","2025-02-14 11:43:34.330"
"071cc35f-ea3f-4a76-bc08-220e50b0df4d","0","1","0","0","0","50","2024-11-19 12:47:43.286","2024-11-19 12:47:55.080"
"071f7e17-3378-4945-9626-e478326d62de","0","1","0","0","0","0","0000-00-00 00:00:00.000","2025-01-27 11:53:52.783"
"072ee7ee-abbf-4f77-b8ac-8e2c17493d15","1","0","0","0","0","100","",""
"073306ac-f4b5-4cee-ab79-9c079d891ba0","0","0","0","0","0","50","",""
"074f10c2-b7a0-4eae-9ec9-aa3bbaf5ee0c","0","0","0","0","0","264","",""
"0777d361-7c2f-4724-b117-46a5819363ab","0","1","0","0","0","298","2025-01-27 11:04:14.832","2025-02-10 12:23:01.687"
"0783d883-f10d-40d3-885c-5f3dadf8f276","0","0","0","0","0","121","",""
"07ab2693-2aad-49fa-92dd-c80d9e995b2b","0","1","0","0","0","0","2025-02-17 11:31:38.581","2025-02-17 11:31:38.581"
"07c93c33-c0aa-412b-aea2-efab27efc8c0","0","1","0","0","0","207","2025-01-02 12:53:05.650","2025-02-24 11:44:01.933"
"07f950f9-77ec-4a79-ad63-d9d6f9e1e03e","0","0","0","0","0","0","",""
"082069f5-d13d-467c-a3ab-234c006d6e95","0","0","0","0","0","3554","",""
"08296e7f-4af4-484e-8b24-ac48889e011b","0","1","0","0","0","320","0000-00-00 00:00:00.000","2025-03-06 12:16:20.199"
"0864d822-5ecc-40fc-a727-bc22386442e1","0","1","0","0","0","126","2024-11-22 11:40:15.512","2025-02-18 12:55:30.135"
"086bc05e-8aab-41fd-b15c-3d5e46ebefb7","0","0","0","0","0","213","",""
"086e2af0-4d6c-44f7-a838-e8c1f9b75972","0","1","0","0","0","1246","0000-00-00 00:00:00.000","2025-02-13 12:41:45.365"
"087ed7b7-ad98-4b3f-9db5-336226b976d8","0","1","0","0","0","1689","0000-00-00 00:00:00.000","2025-02-25 11:34:26.587"
"089c45b3-627c-42fc-9f98-195434f36aab","0","0","0","0","0","0","",""
"08a156d5-b75e-4e10-ab2c-3f22fb45f6c3","0","0","0","0","0","162","",""
"08b3eed4-6cb3-47a4-b1ed-144a72653b3e","0","1","0","0","0","100","2025-02-10 11:44:54.211","2025-02-12 11:58:20.988"
"08f2d56c-9ac5-4788-a594-880a15b29841","0","0","0","0","0","0","",""
"08fd43aa-af91-4d07-8c63-c1648af971f3","0","0","0","0","0","50","",""
"091295b8-6bb5-4eb4-8769-c82f9d109383","1","0","0","0","0","161","",""
"0939419f-bef4-45fb-8d67-81a2a89ae794","0","1","0","0","0","60","2025-02-10 11:49:17.384","2025-02-10 13:22:04.874"
"09567ba0-e4b2-40cc-9094-075153675e63","0","1","0","0","0","59","2025-02-19 12:38:18.372","2025-02-19 12:47:19.225"
"095ee630-7de5-4104-b122-f624078b99b1","0","0","0","0","0","258","",""
"09741d42-fbbc-4d98-8657-03295845f68c","0","0","0","0","0","52","",""
"09765e9e-c2ad-40af-aec0-4479a0c49c0b","0","0","0","0","0","51","",""
"0982064d-e4f1-489e-8bb8-2e7c9402c56c","0","0","0","0","0","251","",""
"09863c51-3b42-45e4-950c-7c09b8ecd0e8","0","0","0","0","0","50","",""
"0986d793-ced7-4bdd-ba67-1a9ecca883a8","0","0","0","0","0","50","",""
"0994a81f-9865-4356-9e82-c9e8d2881672","0","0","0","0","0","153","",""
"09a72955-1c34-40cb-97b3-aec63b377351","0","0","0","0","0","313","",""
"09d8afcc-7c03-4d9c-bb8a-be79d0c18ba6","0","1","0","0","0","50","2025-02-10 13:23:46.034","2025-02-10 13:24:01.375"
"0a0e8023-0bcf-45b6-a570-abc33f9d0703","0","1","0","0","0","207","2025-01-15 12:39:24.401","2025-01-23 12:06:03.927"
"0a22796e-ec76-45c1-8aaf-c5e333d1e2bc","0","1","0","0","0","50","2025-01-27 11:36:06.036","2025-01-27 11:36:19.323"
"0a36ac7c-408b-4165-a124-fb22bd243998","0","0","0","0","0","50","",""
"0a64ebad-71c5-4552-a973-203900ecb78b","0","1","0","0","0","264","0000-00-00 00:00:00.000","2025-02-25 13:02:35.736"
"0a6720ce-ca90-400a-8361-7f025c40727a","0","0","0","0","0","100","",""
"0ade65a7-c1b0-4aa5-8ab6-a4ad78028037","0","1","0","0","0","1726","0000-00-00 00:00:00.000","2025-02-28 13:56:24.265"
"0af0bdf0-d17a-41bd-b8f6-6b3cef165bd8","0","0","0","0","0","667","",""
"0af820eb-ce61-42d3-89bb-2d5d901ace9f","0","0","0","0","0","11","",""
"0b07d3e4-7682-4d66-b418-587b7be8efa4","0","0","0","0","0","486","",""
"0b0bda4c-a9de-4c38-a47a-86b6123163a3","0","0","0","0","0","0","",""
"0b0fed33-f8b7-49cb-9fa2-ff900a0caaf0","0","0","0","0","0","51","",""
"0b3fa997-c264-439b-8169-6bb14a4c47de","0","0","0","0","0","50","",""
"0b474011-385e-4990-8106-cdcca66ec3f8","0","0","0","0","0","558","",""
"0b646b30-63a8-4b05-a3e7-dda3ae39e6b7","1","0","0","0","0","1666","",""
"0b76c105-e036-4cbd-ba70-d334f4fbca81","0","0","0","0","0","250","",""
"0b8af28e-f60a-4afd-9189-1d98980ad275","0","0","0","0","0","113","",""
"0ba1879e-862c-45ad-96be-4cffc02968f7","0","1","0","0","0","50","2025-02-24 13:07:44.396","2025-02-24 13:07:57.558"
"0bea3e7d-a4f8-4281-83bd-888bd5fe70d0","0","0","0","0","0","40","",""
"0becf997-a205-4d16-8235-c9aebc525c2e","0","0","0","0","0","201","",""
"0bedbd0f-25d4-4594-ad7d-46766f4522be","0","0","0","0","0","52","",""
"0c13d1d1-3ba2-48a9-b406-bc0a2912e097","0","0","0","0","0","277","",""
"0c19de57-f3fa-4a16-830e-bcb56bb1a190","0","0","0","0","0","201","",""
"0c4bd595-1a0e-44f3-ba22-67d6bfaae9b7","0","0","0","0","0","310","",""
"0c627c11-de12-420b-98d0-3d15481aa95b","0","0","0","0","0","1","",""
"0c7344e3-9b32-42e2-bdab-b71052aebc98","0","0","0","0","0","208","",""
"0cadd654-cb67-45e3-b273-7dae9e863cfe","0","0","0","0","0","2","",""
"0ce99e88-1cd3-4f5a-b998-f1aabc46db49","0","0","0","0","0","50","",""
"0cec974f-3aac-4ff3-847e-0d157f367d6e","1","0","0","0","0","100","",""
"0d19c800-9723-4aca-b3ba-3cf779044f9b","0","0","0","0","0","2404","",""
"0d27b42b-e37a-4671-b3b3-b620df5acc49","0","0","0","0","0","50","",""
"0d706b7e-3669-4cdf-9d3e-8df085c246c5","0","0","0","0","0","50","",""
"0d786400-6e10-4337-9229-ccb5644f00bd","0","0","0","0","0","60","",""
"0d87607b-f4ee-4098-9cfc-1045ac952b43","0","0","0","0","0","50","",""
"0d93ff9d-776d-4435-a2d9-183065b08afe","0","0","0","0","0","50","",""
"0df5f7e8-851c-4a82-a9d9-5987e6886e2d","0","0","0","0","0","253","",""
"0e28a905-faa5-45bd-b785-dc890efe6fa5","0","1","0","0","0","50","2025-02-10 11:38:44.490","2025-02-10 11:38:57.147"
"0e38a25b-f8bf-4be3-9f8a-1afe35c77f21","0","0","0","0","0","50","",""
"0e61319b-1693-47f9-88a4-c96116fbd73c","0","0","0","0","0","0","",""
"0e6682e2-2cd9-419f-8173-c4431bc5054d","0","1","0","0","0","115","2024-12-03 12:22:22.899","2024-12-05 13:24:38.171"
"0ea17cd9-4863-4bd2-95a6-2cc9ef423298","0","1","0","0","0","50","2025-01-20 13:23:45.989","2025-01-20 13:23:51.610"
"0ecb18ce-2b5e-4bc5-8baf-a6e1f72b13d3","0","1","0","0","0","0","2024-12-05 13:09:02.217","2024-12-05 13:09:02.217"
"0ecd4659-2e4a-4598-8d3c-23148262f4b0","0","0","0","0","0","54","",""
"0ed57b36-63ea-4190-8611-69ee5479d7a6","0","0","0","0","0","156","",""
"0ed6b09e-4329-4d2a-837b-2aad4796cd3a","0","1","0","0","0","589","0000-00-00 00:00:00.000","2024-12-17 12:58:07.362"
"0efcde8f-4137-4a1a-818e-3ed107fa74a5","0","0","0","0","0","4","",""
"0f0474fe-c48e-436b-9de3-1e5285ff6eb6","0","1","0","0","0","251","2025-01-27 11:50:42.899","2025-02-14 12:04:03.546"
"0f0a175d-b72a-4347-a0ce-1d8c7c92fb11","0","0","0","0","0","51","",""
"0f15499c-bb66-4b2d-a720-91080c65ff13","0","0","0","0","0","0","",""
"0f2a5949-6767-4755-99c5-0634173a405c","1","0","0","0","0","1220","",""
"0f744fdd-cb88-4ba5-b32c-7ce351e87c2a","0","0","0","0","0","154","",""
"0fa905dd-368a-4151-b7b1-0ff65166e36a","0","0","0","0","0","250","",""
"0fc14e6b-3320-4686-9064-792a208c1bfb","1","0","0","0","0","58","",""
"0fc3524f-c21c-494d-bced-66766a2f239a","0","1","0","0","0","399","0000-00-00 00:00:00.000","2025-01-17 13:06:29.439"
"0fd197c4-17dd-42be-aaf0-32e4346fec27","0","0","0","0","0","125","",""
"0fd403d3-60b6-47f2-a1e2-e6df37b49184","0","1","0","0","0","2095","0000-00-00 00:00:00.000","2025-02-10 13:21:27.004"
"1029c005-70a8-4a1d-b5f8-9efd6255c9fe","0","0","0","0","0","50","",""
"103c642b-212f-4807-8bcb-a63dd5adc777","0","0","0","0","0","2","",""
"103ef0e2-e5f9-42af-a6c1-ad4991aa7de6","0","0","0","0","0","114","",""
"1058f303-681a-4578-9566-f9170def8732","0","0","0","0","0","50","",""
"107b2245-3810-4177-9813-8696eaa1cb8a","0","1","0","0","0","4759","0000-00-00 00:00:00.000","2025-02-21 12:19:25.360"
"1087240e-3b9c-4314-817c-40f361de8df0","0","1","0","0","0","100","2024-11-20 12:40:50.434","2025-02-10 12:20:56.146"
"1090b72f-0736-4cf9-9c65-d43b5dbd6980","0","0","0","0","0","152","",""
"109dd768-3207-4eaa-8d32-89a205244024","0","0","0","0","0","50","",""
"10b7366f-7df9-47bb-ba10-0c67735e2b9b","0","1","0","0","0","597","0000-00-00 00:00:00.000","2025-02-24 13:24:53.591"
"10c08e57-d0b1-4811-8282-9fcc6413468e","0","0","0","0","0","1957","",""
"10cd2ca7-a1e0-43ba-974f-e753ecb7b114","0","1","0","0","0","6","2025-01-14 12:08:45.789","2025-01-22 11:49:22.491"
"10d063a5-4554-415f-a104-9e98bd96465c","0","0","0","0","0","50","",""
"10d18590-4365-465c-8174-311c38d3a548","0","0","0","0","0","1933","",""
"10ddac6b-0b74-4e1d-a624-898ef75ed653","0","1","0","0","0","1068","0000-00-00 00:00:00.000","2025-01-31 11:30:33.323"
"10e93ba1-2517-4b70-bff1-9fe1b333580d","0","0","0","0","0","1","",""
"10f4f908-3019-427e-9e51-e3527d5c247b","0","0","0","0","0","50","",""
"10f96270-be3d-4487-85d8-843c21f0fe77","0","0","0","0","0","52","",""
"10fc145c-4642-41a6-9773-61505cdb8c50","0","1","0","0","0","552","2025-01-06 12:20:15.359","2025-02-04 12:28:05.886"
"10ff5fd4-85a3-4f6e-a5ed-0cb97439098d","0","0","0","0","0","50","",""
"11045176-38f2-44d8-9f50-1a2b0d63f10e","0","1","0","0","0","1592","2024-11-28 11:33:47.296","2025-02-19 12:01:13.692"
"1109fb99-fb41-47ea-9edd-9d071e1ca961","0","1","0","0","0","52","2025-02-13 11:02:52.896","2025-02-13 12:38:30.032"
"11587d4b-92bd-4d1e-9a88-a2aabd53f758","0","0","0","0","0","52","",""
"11605b63-e9a1-4812-bab8-1f25197cb83f","0","0","0","0","0","0","",""
"1166ddb4-b496-4d14-9121-2d913f411233","0","1","0","0","0","737","0000-00-00 00:00:00.000","2024-11-19 12:00:40.052"
"11899001-492b-4312-a66e-8d4707f77ec2","0","0","0","0","0","50","",""
"1193a378-e1f6-4ca2-b5f4-5862937d8341","0","1","0","0","0","1368","0000-00-00 00:00:00.000","2025-02-11 12:53:24.347"
"11ab0d5f-6937-46df-9295-831585746476","0","1","0","0","0","5","2025-01-14 11:41:26.642","2025-02-10 11:05:55.693"
"11cd9d33-3be7-4312-89ec-893c8f85ab01","0","1","0","0","0","459","0000-00-00 00:00:00.000","2025-01-24 12:31:37.019"
"11d0932f-c762-4d6d-b6d6-dd38743fcd46","0","0","0","0","0","54","",""
"11d9bafa-29e0-451a-9045-c7e57e7462ae","0","1","0","0","0","151","2025-02-11 11:10:06.290","2025-02-13 12:41:52.112"
"11e0781f-3ee1-445a-b2be-eebf05094c13","0","0","0","0","0","107","",""
"1202ad32-94fb-4dca-abb2-eb7505ae0e15","0","1","0","0","0","8","2024-12-04 12:52:02.877","2025-02-24 12:19:46.037"
"12085c7c-3e39-48aa-b654-557d9728f2d5","0","0","0","0","0","150","",""
"121550d2-c6e5-4e68-b504-ab471ea01e26","0","1","0","0","0","1159","0000-00-00 00:00:00.000","2025-02-14 11:01:20.562"
"1225ebc2-a0ac-4e1e-8415-5318e159393d","0","1","0","0","0","109","2024-10-30 12:15:06.864","2024-11-04 11:39:25.429"
"12309bac-c268-4a7d-bbf7-bd72fd26c20a","0","1","0","0","0","604","0000-00-00 00:00:00.000","2024-12-03 11:33:20.279"
"1250014c-f1fa-430c-b237-e7f4ff7e11da","0","1","0","0","0","50","2025-02-13 12:37:56.407","2025-02-13 12:38:10.050"
"126176bd-eb2a-4c3b-a414-e838e1fb3999","0","0","0","0","0","0","",""
"1266a171-db37-4b13-a7bd-0c9641d97815","0","1","0","0","0","54","2025-01-16 12:47:38.665","2025-01-16 12:59:58.827"
"12adb36f-f05f-4978-9571-e1536ba3e587","0","0","0","0","0","0","",""
"12baf2a6-7857-40c9-8574-3c342841a672","0","0","0","0","0","157","",""
"12c97f0a-2f1b-4b41-95c6-34510f4f236c","0","1","0","0","0","1717","0000-00-00 00:00:00.000","2024-11-04 12:18:08.301"
"12d13765-2117-4ec2-abba-54b8e587f971","0","0","0","0","0","1363","",""
"12d53642-5997-4345-9b10-410a2d387466","0","1","0","0","0","1277","0000-00-00 00:00:00.000","2024-12-20 11:36:11.603"
"12dcbdb6-7dbe-4dd8-9faf-260169acc073","0","1","0","0","0","12","2024-10-24 12:49:30.372","2024-11-20 12:47:52.618"
"1305a67e-2b1e-48d1-ba39-0380ed7066ed","0","0","0","0","0","359","",""
"131eedc9-fc22-4f49-840d-701b18f5c09a","0","0","0","0","0","311","",""
"132c6ae8-e587-4e34-b217-ebe03474467b","0","0","0","0","0","50","",""
"132e063e-3323-4605-87b9-c4d96efc6d8b","0","0","0","0","0","300","",""
"1338dec5-9d5d-412f-a67e-fe5f82250480","0","1","0","0","0","103","2024-11-28 12:55:34.006","2024-11-29 12:33:34.544"
"135b9515-6ca5-4f46-8102-ecaef3486903","0","0","0","0","0","50","",""
"135d00c9-66a6-4f34-bc9a-4839bc92325b","0","0","0","0","0","1987","",""
"135d7c55-3c7e-4c7f-b9ad-2d335c5a6fdf","0","0","0","0","0","53","",""
"1370597d-57dc-46ae-9d2f-ac6e4a285c81","0","1","0","0","0","4165","0000-00-00 00:00:00.000","2025-01-28 11:55:52.610"
"13851a57-d3af-43ab-87c5-7d58e5743c6b","0","0","0","0","0","490","",""
"139e9d7c-0938-49f9-bb11-049f250ba11a","0","0","0","0","0","102","",""
"13d0b86c-05b6-42dc-8d54-2979f49b746b","0","0","0","0","0","52","",""
"13d3c3dc-fde0-4cb1-8998-0cef49a16959","0","1","0","0","0","8712","0000-00-00 00:00:00.000","2025-01-07 12:22:12.574"
"13e42683-f0b1-4154-81d5-82025f82bd43","0","0","0","0","0","103","",""
"1437c12a-1157-4d16-8209-7f380a545269","0","0","0","0","0","385","",""
"1441169f-c907-4135-a83a-b0fd2b6e8c80","0","1","0","0","0","52","2025-02-11 12:53:32.079","2025-02-11 12:59:04.894"
"14420732-edb3-4d87-bd08-a592983ecf6f","0","1","0","0","0","395","0000-00-00 00:00:00.000","2025-02-10 15:39:09.315"
"1474e876-1551-41fd-a5df-e8c5db8f8edf","0","0","0","0","0","20","",""
"14a98024-523b-406c-ba4f-d5c2d0be0af0","0","0","0","0","0","58","",""
"14ad049d-7bf7-40e7-8262-d7dfe54423ec","0","0","0","0","0","50","",""
"14c0e149-f87d-4b0f-9358-2d55d6c21636","0","0","0","0","0","94","",""
"14c67885-c9d0-49e0-bf69-36aedd482b11","0","1","0","0","0","313","2025-01-27 12:52:35.261","2025-02-12 11:07:39.928"
"14c81fcd-9277-4176-82c1-005864cdcdf4","0","1","0","0","0","3740","0000-00-00 00:00:00.000","2025-02-17 12:10:32.269"
"14d59794-f89e-4623-b4ba-a6c4d76b3040","0","0","0","0","0","897","",""
"14d9eb94-f17a-4215-8fac-27607b80bbc2","0","0","0","0","0","1176","",""
"14f7babe-efac-4733-9f86-628e370f917c","0","0","0","0","0","201","",""
"15671712-f779-41ed-a517-dc4609f7cd8b","0","0","0","0","0","50","",""
"156857a6-b4a5-467b-9616-6641f8bda12b","1","0","0","0","0","1694","",""
"1586adc9-7ddc-4642-a9cc-42ad2ff058b2","1","0","0","0","0","716","",""
"15a2e60e-1eb6-4979-919d-f968a50d67d0","0","1","0","0","0","80","0000-00-00 00:00:00.000","2024-11-13 12:07:31.335"
"15ced5b3-8b8b-4cee-bd1f-4a5f8ffb59a3","0","1","0","0","0","52","2025-02-07 12:11:01.325","2025-02-07 12:12:38.623"
"15e75472-fea3-42ff-839b-397e568f1d55","0","0","0","0","0","293","",""
"15e8c04d-9cd8-497e-8e71-f27e70df1427","0","0","0","0","0","657","",""
"1614574e-7b0c-4a7c-90d9-ac53b7cf885f","0","1","0","0","0","100","0000-00-00 00:00:00.000","2025-02-18 11:00:22.820"
"16171674-7e2c-4849-aa39-bad749ca9665","1","0","0","0","0","1555","",""
"161bf8aa-33f9-42a3-b48f-97199c8370d1","0","0","0","0","0","500","",""
"163022e8-12b8-486f-8604-57d8fa0ed7e1","0","1","0","0","0","250","2025-02-19 13:11:26.517","2025-02-28 12:02:14.235"
"163f05f3-ea16-490e-97d8-bd1b24eac8fe","0","1","0","0","0","2567","0000-00-00 00:00:00.000","2025-03-06 11:06:23.067"
"16629e3c-e7b6-4cc2-9cb9-a30d46b9fdbd","0","1","0","0","0","122","2024-11-20 12:02:00.127","2025-02-13 12:15:19.160"
"1668888f-874c-41d7-abc3-2a1f8489102e","0","0","0","0","0","50","",""
"1674d6ae-d389-4a5a-8708-78a3920f4d1d","0","0","0","0","0","200","",""
"16923b3e-046d-4d48-be53-d852d0a3be42","0","1","0","0","0","6","2025-01-07 11:42:31.426","2025-01-08 11:44:23.650"
"16e77e87-d93f-4716-af91-9d5350989af2","0","1","0","0","0","3027","0000-00-00 00:00:00.000","2025-01-29 10:54:15.186"
